Month,Year,Consumer Confidence Index TX,Consumer Confidence West South Central,Consumer Confidence Index US,PCE Deflator,Consumer Price Index TX,Consumer Price Index U.S.,CPI U.S. Ex Food and Energy,Nonfarm Employment TX,Nonfarm Employment U.S.,Unemployment TX,Unemployment U.S.,Single Family Building Permits TX,Multi Family Building Permits TX,Existing Single Family Home Sales TX,Existing Single Family Home Price TX,Non Residential Building Construction,Total Sales Tax Collections Retail TX,Total Sales Tax Collections TX,Retail Gasoline Price TX,Retail Diesel Price TX,Nonfarm Employment Illinois,Nonfarm Employment Florida,Nonfarm Employment New York,Nonfarm Employment Texas,Nonfarm Employment California,Gross Value Crude Oil Production,Gross Value Natural Gas Production,Motor Fuel Taxed Gasoline,Motor Fuel Taxed Diesel
1,2005,,,,,,,,,,,,,,,,,,,1.773,1.906,"5,829.6","7,650.2","8,490.6","9,642.4","14,881.8",,,,
2,2005,,,,,,,,,,,,,,,,,,,1.841,1.958,"5,836.2","7,670.7","8,487.9","9,653.2","14,908.3",,,,
3,2005,,,,,,,,,,,,,,,,,,,2.008,2.148,"5,833.8","7,668.7","8,483.6","9,670.8","14,929.3",,,,
4,2005,,,,,,,,,,,,,,,,,,,2.169,2.226,"5,857.5","7,716.4","8,518.6","9,715.1","14,979.4",,,,
5,2005,,,,,,,,,,,,,,,,,,,2.088,2.15,"5,855.4","7,753","8,509.9","9,727.1","14,985.4",,,,
6,2005,,,,,,,,,,,,,,,,,,,2.101,2.256,"5,841","7,761.6","8,515.9","9,734","15,000.9",,,,
7,2005,,,,,,,,,,,,,,,,,,,2.227,2.314,"5,874.9","7,813","8,533.1","9,796.7","15,066.5",,,,
8,2005,,,,,,,,,,,,,,,,,,,2.446,2.421,"5,879.7","7,839.5","8,544","9,812.5","15,097.6",,,,
9,2005,,,,,,,,,,,,,,,,,,,2.843,2.766,"5,884.4","7,874.1","8,552","9,841.1","15,136.4",,,,
10,2005,,,,,,,,,,,,,,,,,,,2.72,3.107,"5,880","7,873.4","8,526.8","9,853.4","15,148",,,,
11,2005,,,,,,,,,,,,,,,,,,,2.205,2.553,"5,887.8","7,880.5","8,544.4","9,903.2","15,189.3",,,,
12,2005,,,,,,,,,,,,,,,,,,,2.161,2.424,"5,889.2","7,903.5","8,560.6","9,925.6","15,214.7",,,,
1,2006,,,,,,,,,,,,,,,,,,,2.289,2.434,"5,901.5","7,913.2","8,561","9,963.1","15,214.6",,,,
2,2006,,,,,,,,,,,,,,,,,,,2.215,2.445,"5,914.7","7,924.9","8,562.4","9,982.1","15,248.9",,,,
3,2006,,,,,,,,,,,,,,,,,,,2.393,2.519,"5,921.3","7,952.1","8,579.5","10,017.9","15,259",,,,
4,2006,,,,,,,,,,,,,,,,,,,2.774,2.681,"5,921.1","7,958.9","8,588.3","10,031.9","15,270.6",,,,
5,2006,,,,,,,,,,,,,,,,,,,2.86,2.815,"5,920.7","7,977.2","8,592","10,058.2","15,311.7",,,,
6,2006,,,,,,,,,,,,,,,,,,,2.825,2.834,"5,938.3","7,993.7","8,601","10,087.1","15,342.9",,,,
7,2006,,,,,,,,,,,,,,,,,,,2.906,2.88,"5,935.8","7,997.4","8,600","10,092.2","15,345.3",,,,
8,2006,,,,,,,,,,,,,,,,,,,2.868,2.952,"5,944.5","8,017.5","8,603.9","10,137.6","15,374",,,,
9,2006,,,,,,,,,,,,,,,,,722.09,"1,513.37",2.443,2.701,"5,945.9","8,023","8,616.4","10,172.8","15,385.5",,,,
10,2006,,,,,,,,,,,,,,,,,764.03,"1,597.47",2.149,2.467,"5,937.9","8,017.3","8,626.3","10,184.7","15,379.8",,,,
11,2006,,,,,,,,,,,,,,,,,851.52,"1,739.42",2.137,2.47,"5,941.5","8,021.2","8,644.3","10,214","15,383",,,,
12,2006,,,,,,,,,,,,,,,,,909.4,"1,687.59",2.231,2.528,"5,951.2","8,031.8","8,666.6","10,248.9","15,392.9",,,,
1,2007,,127.6,110.2,95.689,184.549,202.416,208.009,10.268,137.477,4.5,4.6,"9,413","4,008","17,379","136,964","1,305.04",874.02,"1,743.6",2.143,2.412,"5,966.3","8,044","8,686.2","10,266.6","15,408.6","1,433.71","3,731.72",982.7,307.1
2,2007,,130,111.2,96.005,185.37,203.499,209.112,10.306,137.558,4.4,4.5,"10,308","5,413","20,448","139,508","1,799.86",786.32,"1,632.24",2.16,2.417,"5,956.6","8,045.3","8,686","10,304","15,434.1","1,455.88","3,097.03",942.0,305.6
3,2007,,129.8,108.2,96.34,186.417,205.352,209.923,10.345,137.793,4.4,4.4,"12,441","3,974","26,279","143,323","1,634.04",779.72,"1,569.57",2.434,2.629,"5,976.5","8,054.7","8,696.6","10,345.6","15,469","1,668.14","3,367.99",898.2,311.0
4,2007,,127.8,106.3,96.527,187.804,206.686,210.311,10.37,137.842,4.3,4.5,"11,084","2,438","25,294","144,986","1,819.68",840.92,"1,720.74",2.761,2.801,"5,974.7","8,038.1","8,686.8","10,372.5","15,425.2","1,703.75","3,875.43",987.9,376.7
5,2007,,132.9,108.5,96.798,188.557,207.949,210.316,10.396,137.993,4.3,4.4,"11,531","4,926","29,497","147,725","1,451.1",860.59,"1,793.19",3.016,2.745,"5,982.9","8,031.4","8,705.9","10,397.7","15,444","1,712.18","3,782.04","1,003.1",253.6
6,2007,,125.1,105.3,96.997,189.031,208.352,210.474,10.433,138.069,4.3,4.6,"10,260","6,117","29,714","153,398","2,297.61",794.8,"1,629.43",2.973,2.756,"5,986","8,025","8,721.1","10,433.2","15,462.1","1,730.19","4,222.67","1,022.8",333.5
7,2007,,131.5,111.9,97.141,189.21,208.299,210.756,10.452,138.038,4.3,4.7,"9,987","5,841","28,516","150,659","1,368.78",804.44,"1,678.01",2.897,2.799,"5,983.6","7,996.4","8,722.8","10,453.6","15,506","2,036.21","4,194.30",998.2,332.9
8,2007,,118.9,105.6,97.225,189.154,207.917,211.111,10.469,138.015,4.3,4.6,"9,642","5,476","28,874","151,148","1,813.71",891.82,"1,848.54",2.739,2.803,"5,978.9","7,984.5","8,721.3","10,469.2","15,485.7","2,007.83","3,953.61",994.1,327.0
9,2007,,121,99.5,97.601,189.589,208.49,211.628,10.49,138.095,4.4,4.7,"7,575","3,534","20,488","145,475","1,582.8",786.17,"1,634.21",2.72,2.894,"5,977.3","7,967","8,722.1","10,492.6","15,485.4","2,119.77","3,609.24","1,041.9",367.9
10,2007,,127.7,95.2,97.883,190.289,208.936,212.318,10.522,138.174,4.4,4.7,"7,960","4,496","21,132","142,247","1,900.6",792.85,"1,648.6",2.726,2.984,"5,976.4","7,947","8,748.9","10,520.4","15,467","2,427.43","3,396.69",958.8,322.3
11,2007,,122.56,87.8,98.373,191.025,210.177,212.435,10.545,138.284,4.4,4.7,"6,516","5,064","19,847","143,518","1,307.3",945.93,"1,905.15",2.986,3.313,"5,981.2","7,940.4","8,760","10,542.7","15,475","2,566.51","4,035.04","1,025.7",371.5
12,2007,,119.5,90.6,98.638,191.509,210.036,212.356,10.567,138.392,4.4,5,"5,661","5,416","19,310","146,159","1,223.73",971.66,"1,814.63",2.925,3.279,"5,981.9","7,931.1","8,768.3","10,565","15,481.4","2,480.04","4,322.36",965.8,342.4
1,2008,,125.3,87.3,98.894,192.125,211.08,213.138,10.599,138.403,4.3,5,"6,376","6,744","15,023","137,649","8,977.85",892.11,"1,854.64",2.969,3.256,"5,991","7,901","8,790.8","10,598.2","15,430.5","2,640.10","4,567.82",985.8,313.7
2,2008,,106.28,76.4,99.11,192.618,211.693,213.866,10.631,138.324,4.3,4.9,"7,154","3,279","18,552","141,366","1,891.66",855.46,"1,821.49",2.967,3.341,"5,985.4","7,893.9","8,791.9","10,629.6","15,442.1","2,534.70","4,649.66",954.2,343.2
3,2008,,97.48,65.9,99.416,193.904,213.528,214.866,10.619,138.275,4.3,5.1,"7,569","5,264","21,359","145,572","1,905.7",812.18,"1,637.13",3.195,3.831,"5,977.9","7,862.9","8,790.7","10,619.5","15,425.4","2,952.04","4,784.87",940.6,324.1
4,2008,,91.28,62.8,99.654,194.298,214.823,215.059,10.642,138.035,4.4,5,"8,489","4,453","22,593","145,572","1,671.04",800.75,"1,670.43",3.415,4.021,"5,977.4","7,810.1","8,805.5","10,643.5","15,433.2","3,148.31","5,734.89","1,010.4",281.1
5,2008,,82.64,58.1,100.091,196.371,216.632,215.18,10.652,137.858,4.5,5.4,"7,577","3,978","24,980","149,290","1,890.82",894.38,"1,872.21",3.712,4.367,"5,972.9","7,776.6","8,803.4","10,653.5","15,397.2","3,570.03","5,901.94",975.8,343.1
6,2008,,82.76,51,100.786,198.982,218.815,215.553,10.661,137.687,4.7,5.6,"7,619","3,070","25,324","153,300","2,391.87",853.66,"1,785.92",3.961,4.637,"5,966.6","7,743.5","8,801.9","10,660","15,375.4","3,707.99","7,042.02","1,018.3",331.5
7,2008,,80.04,51.9,101.218,200.498,219.964,216.045,10.673,137.491,4.8,5.8,"7,347","4,712","24,599","151,540","1,856.22",828.6,"1,842.26",3.978,4.676,"5,961.4","7,705.1","8,811.9","10,674.6","15,347.2","3,878.40","7,402.11",954.0,321.3
8,2008,,92.78,58.5,101.135,199.156,219.086,216.476,10.678,137.213,5,6.1,"6,315","5,585","23,411","150,170","2,205.32",907.93,"2,017.88",3.681,4.251,"5,951.9","7,671.2","8,801","10,678.9","15,292","3,364.07","5,956.22",982.3,342.5
9,2008,,93.02,61.4,101.236,199.17,218.783,216.862,10.649,136.753,5.2,6.1,"4,859","4,551","18,552","143,714","2,330.72",778,"1,674.98",3.647,3.989,"5,932.3","7,637.6","8,779.4","10,650.8","15,264","2,809.50","4,551.51","1,054.7",248.6
10,2008,,76.98,38.8,100.684,197.472,216.573,217.023,10.66,136.272,5.4,6.5,"5,038","3,077","17,476","141,171","1,626.93",747.36,"1,738.57",2.905,3.537,"5,910.7","7,580","8,752","10,659.6","15,164","2,226.67","4,181.09",852.3,377.9
11,2008,,64.96,44.7,99.545,193.765,212.425,216.69,10.65,135.545,5.6,6.8,"3,283","1,579","13,215","136,182","2,097.34",949.9,"1,959.87",2.023,2.818,"5,881.2","7,533.1","8,725.9","10,648.3","15,064.7","1,609.41","3,359.55","1,018.0",343.5
12,2008,,65.9,38.6,99.007,191.956,210.228,216.1,10.621,134.839,5.9,7.3,"3,220","2,351","16,582","139,508","1,800.27",985.83,"1,910.18",1.637,2.394,"5,847.1","7,489.5","8,696.5","10,619.1","14,985","1,107.32","3,615.25",963.2,283.5
1,2009,,64.4,37.4,99.068,192.681,211.143,216.719,10.563,134.055,6.1,7.8,"3,769","2,784","11,121","130,899","1,435.46",867.81,"1,896.14",1.697,2.225,"5,799.2","7,415.1","8,653","10,563.8","14,851.9","1,081.41","3,339.76","1,023.2",294.7
2,2009,,50.7,25.3,99.284,193.791,212.193,217.685,10.5,133.312,6.3,8.3,"4,207","1,883","13,847","137,160","1,414.99",854.73,"1,651.66",1.845,2.138,"5,764.2","7,363","8,630.7","10,500.6","14,726",898.88,"2,273.82",965.3,291.5
3,2009,,46.4,26.9,99.193,194.234,212.709,218.639,10.439,132.512,6.4,8.7,"5,189","1,573","17,345","138,529",996.985,777.92,"1,719.42",1.894,2.057,"5,722.4","7,312.8","8,592.9","10,438.7","14,633","1,269.21","2,265.11",916.6,281.8
4,2009,,71,40.8,99.34,195.12,213.24,219.143,10.374,131.817,6.5,9,"5,378","2,095","17,733","141,757","1,432.74",788.25,"1,650.39",2.011,2.192,"5,675.4","7,271.3","8,520.6","10,374.3","14,537.3","1,357.13","2,138.89","1,019.0",305.7
5,2009,,73.5,54.8,99.474,194.78,213.856,219.128,10.35,131.475,7.5,9.4,"5,498","1,253","19,790","148,018","1,948.42",889.73,"1,786.24",2.205,2.201,"5,663","7,250.3","8,533.6","10,351","14,493.7","1,620.74","2,157.24",989.9,289.8
6,2009,,75.1,49.3,100.067,196.674,215.693,219.283,10.322,131.008,8,9.5,"6,680","1,399","22,693","153,692","1,703.78",811.24,"1,561.27",2.535,2.498,"5,641","7,224.8","8,519.4","10,321.3","14,432","1,877.98","2,272.97","1,026.2",291.9
7,2009,,71,47.4,100.02,196.342,215.351,219.35,10.289,130.668,8.2,9.5,"6,930",541,"23,335","151,931","1,811.02",757.89,"1,640.39",2.422,2.494,"5,620.4","7,199.5","8,553.5","10,291","14,320.8","1,773.91","2,353.45","1,013.6",293.2
8,2009,,75,54.5,100.288,196.4,215.834,219.596,10.267,130.485,8.3,9.6,"6,057","1,314","20,634","148,703","1,262.55",885.02,"1,765.01",2.545,2.588,"5,607.7","7,175.8","8,540.2","10,267.4","14,279.7","1,966.85","2,259.07","1,025.9",297.6
9,2009,,82.5,53.4,100.454,196.804,215.969,220.137,10.258,130.244,8.3,9.8,"5,549","1,603","19,374","146,355","1,601.85",731.71,"1,463.12",2.416,2.549,"5,600.1","7,157","8,493","10,259","14,230.5","1,873.04","1,875.41","1,021.0",292.0
10,2009,,72.9,48.7,100.764,196.802,216.177,220.731,10.253,130.045,8.3,10,"4,926",200,"20,272","141,660","1,794.31",717.98,"1,517.21",2.446,2.608,"5,590.4","7,145.6","8,477.1","10,253.2","14,265.8","2,129.31","2,462.08",961.1,281.8
11,2009,,64.9,50.6,100.997,196.851,216.33,220.384,10.254,130.057,8.3,9.9,"4,473","1,090","18,710","141,268","1,111.54",890.19,"1,532.88",2.561,2.738,"5,591.6","7,147.9","8,480.8","10,253.3","14,252.2","2,148.25","2,690.11",991.0,288.4
12,2009,,72.1,53.6,101.052,196.267,215.949,220.025,10.249,129.788,8.3,9.9,"5,057",989,"16,914","143,225","1,078.58",920.22,"1,823.94",2.517,2.699,"5,580.6","7,132.2","8,480","10,249.6","14,233.7","2,079.93","3,067.10",963.3,267.4
1,2010,,72.3,56.5,101.234,196.846,216.687,220.086,10.278,129.79,8.3,9.8,"4,893","1,115","10,797","135,888","1,387.42",816.98,"1,646.75",2.622,2.807,"5,581.6","7,129.3","8,487.1","10,278.3","14,203","2,202.61","3,715.74",992.8,287.6
2,2010,,74.1,46.4,101.248,197.284,216.741,220.602,10.279,129.698,8.3,9.8,"5,782",411,"13,781","139,997",798.477,804.19,"1,613.05",2.549,2.746,"5,586.3","7,131.9","8,490","10,278.8","14,187.2","1,979.19","3,177.12",945.5,289.6
3,2010,,74.9,52.3,101.363,197.592,217.631,221.059,10.31,129.879,8.3,9.9,"7,837","1,596","20,465","142,833","1,035.91",757.34,"1,450.02",2.693,2.878,"5,585.9","7,137.5","8,507.6","10,309.8","14,189.9","2,403.72","3,138.79",913.6,273.8
4,2010,,70.7,57.7,101.349,198.185,218.009,221.166,10.332,130.11,8.2,9.9,"6,557","1,659","22,893","145,475","1,406.92",823.04,"1,690.56",2.788,3.018,"5,598","7,157.7","8,538.3","10,331.4","14,286.3","2,440.12","2,643.92","1,032.9",327.8
5,2010,,76.48,62.66,101.392,198.148,218.178,221.193,10.391,130.65,8.2,9.6,"5,726","1,533","23,812","146,844","1,425.06",905.42,"1,782.16",2.796,3.025,"5,618.8","7,201.5","8,577.9","10,391.8","14,331.2","2,181.01","2,852.79","1,002.8",315.8
6,2010,,66.4,54.3,101.447,198.322,217.965,221.265,10.393,130.511,8.1,9.4,"5,977","1,826","22,864","150,953","1,374.08",802.14,"1,591.24",2.657,2.894,"5,609.8","7,188.9","8,565","10,392.4","14,316.9","2,084.43","2,732.36","1,060.4",313.5
7,2010,,66,51,101.569,197.501,218.011,221.258,10.38,130.427,8.1,9.4,"5,007","2,130","17,336","153,007","1,020.71",816.02,"1,694.51",2.628,2.864,"5,588.7","7,191.1","8,557.8","10,380","14,287.9","2,236.90","3,027.87","1,028.3",319.0
8,2010,,68.6,53.2,101.713,197.834,218.312,221.551,10.395,130.422,8.1,9.5,"5,217","1,956","17,831","151,735","1,103.53",847.7,"1,757.82",2.636,2.914,"5,615.9","7,191.5","8,537.3","10,395.7","14,284.3","2,322.32","3,019.76","1,034.2",311.4
9,2010,,68,48.6,101.807,198.581,218.439,221.907,10.398,130.357,8.1,9.5,"4,257","2,215","16,050","145,572","2,795.36",769.55,"1,569.14",2.594,2.884,"5,617.8","7,172.1","8,537.8","10,397.7","14,274.1","2,250.62","2,543.59","1,053.6",310.2
10,2010,,71.8,49.9,102.045,198.614,218.711,222.079,10.447,130.625,8.2,9.4,"3,728","1,025","14,990","143,518",918.641,765.74,"1,635.95",2.699,2.967,"5,635.6","7,201.8","8,570","10,448.4","14,332.4","2,555.35","2,736.33","1,001.6",318.5
11,2010,,82.1,57.8,102.211,198.172,218.803,222.077,10.454,130.75,8.2,9.8,"4,017","2,204","14,398","145,083",600.872,931.78,"1,851.15",2.726,3.055,"5,638.9","7,196.7","8,581.9","10,454.1","14,334.1","2,604.86","2,523.01","1,031.7",322.2
12,2010,,81.1,63.4,102.455,197.996,219.179,221.795,10.476,130.822,8.2,9.3,"4,193","1,348","16,423","149,485","2,343.29",966.97,"1,812.54",2.885,3.176,"5,642.3","7,201","8,587.4","10,477.3","14,350","2,923.62","3,128.90","1,044.4",308.8
1,2011,,74.4,64.8,102.685,199.302,220.223,222.177,10.492,130.841,8.2,9.1,"4,215",928,"11,385","138,000",997.715,862.51,"1,821.34",2.995,3.339,"5,645.7","7,215.4","8,647","10,490.6","14,359.1","2,972.84","3,065.63",962.7,314.8
2,2011,,80.8,72,102.966,200.713,221.309,223.011,10.492,131.053,8.2,9,"4,237","2,248","12,687","144,900",965.892,846.43,"1,759.25",3.105,3.531,"5,648.8","7,211.8","8,649.5","10,491.9","14,374.8","2,493.72","2,700.34",965.0,304.3
3,2011,,61.1,63.8,103.356,203.057,223.467,223.69,10.535,131.288,8.1,9,"6,355","2,044","18,351","143,000","1,308.97",808.45,"1,615.36",3.486,3.838,"5,657.5","7,218","8,657.4","10,533.3","14,371","3,473.44","3,056.62",884.4,284.7
4,2011,,69.506,66,103.808,204.962,224.906,224.118,10.573,131.602,8.1,9.1,"5,688","2,578","18,819","145,000","1,614.94",868.34,"1,881.58",3.746,3.991,"5,673.1","7,249","8,681.2","10,572.1","14,399.4","3,692.14","3,266.78","1,039.3",336.7
5,2011,,78.548,61.7,104.144,205.683,225.964,224.534,10.58,131.703,8.2,9,"5,679","1,256","20,322","149,500","1,225.36",947,"1,964.21",3.839,3.979,"5,667.6","7,242.7","8,666.1","10,580.2","14,403.8","3,639.07","3,500.83","1,006.6",321.3
6,2011,,75.5,57.6,104.179,204.94,225.722,224.891,10.603,131.939,8.3,9.1,"5,910","3,532","22,706","152,000","1,720.03",835.97,"1,728.04",3.601,3.876,"5,668.1","7,235.1","8,674.9","10,603","14,397.4","3,418.22","3,364.03","1,026.9",322.7
7,2011,,78.9,59.2,104.38,205.045,225.922,225.164,10.633,131.999,8.3,9,"5,149","3,206","20,238","151,000",976.347,844.69,"1,852.05",3.597,3.862,"5,682.5","7,259.7","8,690","10,633.9","14,441.9","3,617.08","3,565.15","1,013.5",335.5
8,2011,,71.6,45.2,104.618,205.811,226.545,225.874,10.653,132.125,8.2,9,"5,976","4,362","21,976","151,000","1,716.13",929.85,"1,972.4",3.586,3.823,"5,692.1","7,265","8,691.2","10,653","14,454.9","3,331.56","3,478.13","1,016.9",306.2
9,2011,,69.3,46.4,104.787,206.004,226.889,226.289,10.675,132.358,8,9,"5,185","1,830","18,534","147,500",937.64,811.35,"1,778.6",3.474,3.771,"5,697.6","7,284.1","8,717.3","10,674.3","14,483","3,323.95","3,239.87","1,037.0",341.6
10,2011,,50.4,40.9,104.851,205.111,226.421,226.743,10.667,132.562,7.8,8.8,"4,744","3,477","16,377","145,000",870.337,815.56,"1,863.51",3.323,3.725,"5,696.1","7,284.3","8,717.1","10,668.4","14,492.9","3,606.69","3,265.77",988.5,327.3
11,2011,,91,55.2,104.999,205.256,226.23,226.859,10.687,132.694,7.5,8.6,"4,426","1,668","15,511","145,000","1,408.21","1,003.9","2,078.48",3.253,3.86,"5,699.8","7,291","8,728.7","10,687.5","14,516.4","4,100.19","3,047.89","1,018.1",334.3
12,2011,,78.108,64.757,105.018,204.622,225.672,226.74,10.712,132.896,7.3,8.5,"4,397","3,733","17,119","150,000","1,018.43","1,025.48","2,002",3.14,3.764,"5,702.9","7,304.2","8,747.7","10,713.2","14,538.6","4,339.62","3,034.56",989.5,318.9
